MJD	kait3_B	kait3_B_err	kait3_I	kait3_I_err	kait3_R	kait3_R_err	kait3_V	kait3_V_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
53521.63000000029	9.127080870342007e-15	1.8006698290628145e-16	1.3533651846283935e-15	3.5019091810169134e-17	3.5047998531490117e-15	8.913234267453572e-17	5.775877576974894e-15	1.1632026081028618e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53521.68000000029	9.28952989585513e-15	1.731401778291734e-16	1.3774882253198229e-15	3.341489225747551e-17	3.565503956138651e-15	8.442733258199574e-17	5.861115537566182e-15	1.116164381362151e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53521.730000000294	9.452758923379274e-15	1.6617142905995273e-16	1.4016808304548164e-15	3.1807841209413686e-17	3.626395558673521e-15	7.978117187079705e-17	5.946786771625596e-15	1.0688506130652404e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53521.7800000003	9.616801747645537e-15	1.5916885780624874e-16	1.425944992405869e-15	3.020375291564511e-17	3.687471775017734e-15	7.520596841821758e-17	6.032889358600208e-15	1.021496110975874e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53521.8300000003	9.781692167920639e-15	1.5215429363360632e-16	1.4502827040124916e-15	2.8610094173293726e-17	3.748729720161281e-15	7.071797750990881e-17	6.119421379722408e-15	9.743882245029511e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53521.8800000003	9.947463988226955e-15	1.4516640290797318e-16	1.4746959585950378e-15	2.7036433133042914e-17	3.810166509794743e-15	6.633879026753418e-17	6.206380918006281e-15	9.278794276553439e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53521.930000000306	1.0114151017526514e-14	1.3826465131574574e-16	1.4991867499674366e-15	2.5495011449092672e-17	3.871779260320192e-15	6.209686215947223e-17	6.293766058228083e-15	8.82402394528372e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53521.98000000031	1.0281787069911422e-14	1.3153419398559314e-16	1.5237570724509457e-15	2.4001453893634252e-17	3.93356508881326e-15	5.80294257627893e-17	6.3815748869258745e-15	8.384872668826899e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53522.03000000031	1.0450405964781444e-14	1.2509159102706013e-16	1.5484089208861918e-15	2.257560403478389e-17	3.995521113030991e-15	5.418475950988629e-17	6.469805492391566e-15	7.967798794275014e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53522.080000000315	1.0620041527056295e-14	1.1909079233617083e-16	1.5731442906479453e-15	2.1242413568039354e-17	4.057644451388293e-15	5.062460322621422e-17	6.558455964658798e-15	7.580580000612934e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53522.13000000032	1.0790727587362215e-14	1.137279608298269e-16	1.597965177656284e-15	2.0032691178462224e-17	4.1199322229596865e-15	4.742613988072777e-17	6.647524395494808e-15	7.232399302019833e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53522.18000000032	1.096249798220182e-14	1.0924232734682009e-16	1.6228735783922453e-15	1.898331501129078e-17	4.1823815474452965e-15	4.468233773449588e-17	6.737008878394276e-15	6.933762967097657e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53522.23000000032	1.1135386554181841e-14	1.0590874108983081e-16	1.6478714899088057e-15	1.8136262460000766e-17	4.2449895451852416e-15	4.249868257814647e-17	6.826907508572638e-15	6.696129381828608e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
