MJD	kait4_B	kait4_B_err	kait4_I	kait4_I_err	kait4_R	kait4_R_err	kait4_V	kait4_V_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
55676.42000000014	3.704554046439024e-15	4.76833377655499e-16	8.56465046247987e-16	2.6063695957080813e-16	1.4551635191882861e-15	3.633047776578663e-16	2.4759919151870447e-15	3.5761721802537987e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55676.47000000014	3.836290911168137e-15	4.802455482002102e-16	8.85961988978984e-16	2.5503978140025087e-16	1.5192162063144211e-15	3.580807814334083e-16	2.5585423653600242e-15	3.5420113631685494e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55676.52000000014	3.9688044769221835e-15	4.830560134527468e-16	9.156425403567509e-16	2.4957150819817085e-16	1.5835350381007235e-15	3.530331434993898e-16	2.641444903237223e-15	3.507470050334336e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55676.570000000145	4.102101418996097e-15	4.852785058383199e-16	9.455038260070367e-16	2.442273251600983e-16	1.6481163321065897e-15	3.481465244452896e-16	2.7247008624850516e-15	3.472486792565698e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55676.62000000015	4.236188423511078e-15	4.869288484557602e-16	9.755429757596621e-16	2.39002359477857e-16	1.712956409248848e-15	3.434058015631598e-16	2.8083115800226523e-15	3.43701081367963e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55676.67000000015	4.3710721875020505e-15	4.88024730387035e-16	1.0057571235755315e-15	2.3389170318047983e-16	1.7780515937516094e-15	3.387961438331513e-16	2.892277100944499e-15	3.4009925782174844e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55676.720000000154	4.5067594129039966e-15	4.885854725726642e-16	1.0361434074735936e-15	2.288904367692999e-16	1.8433982130952226e-15	3.3430308255163466e-16	2.9765922932706572e-15	3.3643562950183325e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55676.77000000016	4.6432555195017685e-15	4.8862655724658745e-16	1.0666989694577372e-15	2.239936535018241e-16	1.908992597964543e-15	3.2991257704931553e-16	3.061250733148466e-15	3.327027227535646e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55676.82000000016	4.78056305284779e-15	4.881529947931578e-16	1.0974209554439701e-15	2.1919648417046635e-16	1.9748310822001555e-15	3.25611075098351e-16	3.146245999873865e-15	3.2889409543799254e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55676.87000000016	4.9186841792704525e-15	4.871695890472192e-16	1.1283065151874038e-15	2.1449412221783664e-16	2.0409100027468502e-15	3.2138556774936666e-16	3.2315716758312964e-15	3.2500435338984187e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55676.920000000166	5.057621076309226e-15	4.85682616260086e-16	1.1593528022095707e-15	2.098818490273481e-16	2.1072256996023038e-15	3.1722363847209706e-16	3.31722134642886e-15	3.2102916549307614e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55676.97000000017	5.1973759327378065e-15	4.836999051891279e-16	1.1905569737255837e-15	2.05355059227567e-16	2.173774515767752e-15	3.13113506603671e-16	3.403188600037122e-15	3.169652779652095e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55677.02000000017	5.3379509485890155e-15	4.812309186671588e-16	1.2219161905716016e-15	2.0090928584953442e-16	2.2405527971966715e-15	3.0904406520581297e-16	3.4894670279313594e-15	3.128105283751105e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55677.070000000174	5.479348335177977e-15	4.782868375543976e-16	1.2534276171320967e-15	1.9654022517844142e-16	2.307556892744148e-15	3.050049135252499e-16	3.5760502242223e-15	3.0856385984797036e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55677.12000000018	5.621570315126623e-15	4.748806477885764e-16	1.2850884212674165e-15	1.9224376114421884e-16	2.3747831541175496e-15	3.0098638432345474e-16	3.662931785799294e-15	3.042253358379997e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55677.17000000018	5.7646191223880574e-15	4.710272310156246e-16	1.3168957742412767e-15	1.880159890977612e-16	2.442227935824246e-15	2.9697956638559915e-16	3.750105312269174e-15	2.9979615574420927e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55677.22000000018	5.908497002270653e-15	4.66743459069824e-16	1.3488468506481991e-15	1.8385323882170058e-16	2.509887595122832e-15	2.929763225608276e-16	3.837564405889781e-15	2.952786715434746e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55677.270000000186	6.053206211463272e-15	4.620482922280652e-16	1.38093882834146e-15	1.7975209662364656e-16	2.5777584919713963e-15	2.889693036951669e-16	3.925302671513184e-15	2.9067640549435697e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
